asm_misc_Virtual,asm_misc_Offset,asm_misc_loc,asm_misc_Import,asm_misc_Imports,asm_misc_var,asm_misc_Forwarder,asm_misc_UINT,asm_misc_LONG,asm_misc_BOOL,asm_misc_WORD,asm_misc_BYTES,asm_misc_large,asm_misc_short,asm_misc_dd,asm_misc_db,asm_misc_dw,asm_misc_XREF,asm_misc_ptr,asm_misc_DATA,asm_misc_FUNCTION,asm_misc_extrn,asm_misc_byte,asm_misc_word,asm_misc_dword,asm_misc_char,asm_misc_DWORD,asm_misc_stdcall,asm_misc_arg,asm_misc_locret,asm_misc_asc,asm_misc_align,asm_misc_WinMain,asm_misc_unk,asm_misc_cookie,asm_misc_off,asm_misc_nullsub,asm_misc_DllEntryPoint,asm_misc_System32,asm_misc_dll,asm_misc_CHUNK,asm_misc_BASS,asm_misc_HMENU,asm_misc_DLL,asm_misc_LPWSTR,asm_misc_void,asm_misc_HRESULT,asm_misc_HDC,asm_misc_LRESULT,asm_misc_HANDLE,asm_misc_HWND,asm_misc_LPSTR,asm_misc_int,asm_misc_HLOCAL,asm_misc_FARPROC,asm_misc_ATOM,asm_misc_HMODULE,asm_misc_WPARAM,asm_misc_HGLOBAL,asm_misc_entry,asm_misc_rva,asm_misc_COLLAPSED,asm_misc_config,asm_misc_exe,asm_misc_Software,asm_misc_CurrentVersion,asm_misc___imp_,asm_misc_INT_PTR,asm_misc_UINT_PTR,asm_misc_---Seperator,asm_misc_PCCTL_CONTEXT,asm_misc___IMPORT_,asm_misc_INTERNET_STATUS_CALLBACK,asm_misc_.rdata:,asm_misc_.data:,asm_misc_.text:,asm_misc_case,asm_misc_installdir,asm_misc_market,asm_misc_microsoft,asm_misc_policies,asm_misc_proc,asm_misc_scrollwindow,asm_misc_search,asm_misc_trap,asm_misc_visualc,asm_misc____security_cookie,asm_misc_assume,asm_misc_callvirtualalloc,asm_misc_exportedentry,asm_misc_hardware,asm_misc_hkey_current_user,asm_misc_hkey_local_machine,asm_misc_sp-analysisfailed,asm_misc_unableto
3,3,33,12,4,31,4,7,0,14,0,2,0,15,169,1086,42,156,112,82,0,39,1,78,151,0,13,38,0,0,0,64,0,53,0,12,0,0,0,20,0,0,0,4,0,3,5,6,3,9,9,0,18,1,0,0,3,2,2,0,51,2,0,0,0,0,0,0,0,44,0,8,0,50,0,9,0,0,0,1,0,50,0,0,0,0,0,4,0,0,0,0,0,6,0
3,3,3507,15,5,867,5,23,5,24,5,7,54,1624,283,12161,90,2036,1045,428,11,73,291,185,1142,22,55,75,842,42,6,182,0,71,0,158,0,0,0,30,9,0,0,7,4,9,3,0,0,24,0,9,223,2,4,0,5,0,0,0,85,4,0,4,0,0,1,4,4,600,0,10,0,114,10,90,33,0,0,5,0,240,0,0,0,0,0,4,0,0,0,0,0,8,2
3,3,231,18,6,323,6,0,0,0,0,7,0,122,92,141701,51,276,148,134,5,51,65,107,162,5,0,0,29,0,0,61,0,32,0,18,0,0,3,40,0,0,0,6,0,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,69,7,0,6,0,1,5,0,0,30,0,12,0,63,0,0,0,0,0,3,0,46,0,0,0,0,0,4,0,0,0,0,0,0,0
3,3,19,12,4,7,4,9,0,16,0,2,0,9,177,1068,52,130,52,82,0,39,1,78,92,0,14,34,18,0,0,56,0,21,0,12,0,0,0,22,0,0,0,4,0,1,0,2,2,10,13,2,7,4,0,0,2,2,0,0,51,2,0,0,0,0,0,2,1,29,0,6,0,50,0,5,0,0,0,1,0,32,3,0,0,0,0,4,0,0,0,0,0,15,0
3,3,25,12,4,35,4,3,0,15,0,2,0,10,168,1613,39,172,120,83,0,39,3,78,156,0,12,33,0,0,0,66,0,51,0,15,0,0,0,20,0,0,0,4,0,2,0,3,2,11,9,0,6,2,0,0,3,1,1,0,51,2,0,0,0,0,0,0,0,49,0,8,0,50,0,13,0,0,0,1,0,59,0,0,0,0,0,4,0,0,0,0,0,17,0
3,3,1801,6,2,928,2,15,7,23,1,367,33,798,114526,83601,143,1922,945,964,367,80,303,362,1246,92,48,101,702,6,9,442,443,209,10,131,23,0,0,13,11,0,0,4,6,174,0,0,1,21,1,10,304,0,1,1,5,0,0,0,86,367,0,0,0,0,1,0,0,552,0,4,0,106,126,265,47,0,0,80,0,222,0,0,11,77,0,4,0,0,0,0,0,48,2
2,2,42,0,4,32,0,4,0,15,0,1,0,18,142,1493,1,103,134,21,0,0,3,0,127,0,12,37,0,0,0,44,0,32,0,0,0,0,0,4,0,0,0,0,3,2,5,4,3,11,10,0,17,2,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,0,21,0,0,0,1,0,57,0,0,0,0,0,3,0,0,0,0,0,17,0
3,3,2326,24,8,2131,8,6,5,15,0,58,254,1060,1020,7741,230,2429,1381,1143,73,161,458,266,1199,79,44,83,789,43,18,475,0,516,185,367,9,5,0,42,27,0,0,11,2,1080,4,0,0,10,0,2,321,3,1,0,2,0,0,29,255,49,1,0,3,0,38,0,0,601,0,16,0,782,3,55,15,0,0,1,0,598,0,0,0,0,98,4,0,29,0,0,0,10,0
3,3,18,12,4,26,4,13,0,10,1,2,0,7,154,1052,39,198,71,111,0,41,5,78,111,0,15,34,0,0,0,44,0,34,0,12,0,0,0,20,0,0,0,4,0,0,0,4,3,9,13,4,9,4,0,1,2,2,0,0,51,2,0,0,0,0,0,0,0,21,0,6,0,48,0,36,0,0,0,1,0,52,0,0,0,0,0,4,0,0,0,0,0,24,0
3,3,1195,24,8,1758,8,25,8,42,0,318,3,325,930,8358,148,1520,883,906,320,128,185,422,875,173,88,148,287,2,98,371,3,173,51,162,4,0,0,66,13,0,1,10,15,157,5,0,2,32,11,54,206,0,1,1,5,1,0,0,158,317,1,4,0,2,5,4,4,150,0,16,0,324,85,3,0,0,0,11,0,165,0,0,11,0,21,4,0,0,0,0,0,0,4
2,2,6486,10,5,4120,5,0,0,0,0,9,38,3063,1463,79036,69,3359,3554,75,14,52,486,95,3086,5,0,0,1142,63,0,148,0,3,0,0,0,0,0,38,9,0,0,5,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,6,0,6,0,1,5,0,0,844,0,5,0,0,0,0,9,0,0,3,0,525,0,0,1,0,0,6,0,0,0,0,0,2,0
5,5,266,0,5,282,0,0,0,0,0,8,0,122,20415,12832,17,212,122,4207,5,0,38,6,155,0,0,0,53,0,0,42,0,6,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,7,5,0,0,0,0,2,0
3,3,33,12,4,34,4,3,0,11,0,2,0,17,169,784308,40,304,117,109,1,39,5,78,152,0,13,33,4,0,0,72,0,73,0,12,1,0,0,20,0,0,2,4,0,1,0,3,2,10,11,0,11,0,0,2,3,1,3,0,51,2,0,0,0,0,0,0,0,46,0,8,0,50,0,12,0,0,0,1,0,175,0,0,0,0,0,4,0,0,0,0,0,166,0
3,4,1259,15,5,633,5,61,8,147,4,14,0,712,543,176310,382,1513,238,896,18,384,276,764,1865,51,107,238,89,13,0,237,28,24,0,220,1,0,0,20,9,0,13,5,0,46,0,7,0,59,68,37,145,1,2,4,6,1,2,0,397,11,0,0,0,0,4,6,6,575,0,10,0,395,2,522,3,0,0,1,0,151,4,4,0,0,0,4,0,0,3,0,0,0,0
3,3,487,15,5,1576,5,6,7,30,0,16,1,207,2887,4447,81,435,260,166,20,76,76,174,1631,0,29,64,70,0,0,53,19,6,0,24,4,0,0,25,9,0,0,5,0,9,0,7,0,15,0,3,28,1,0,0,3,0,2,0,91,13,0,0,0,0,7,0,0,90,0,10,0,0,91,18,0,0,0,1,0,78,0,0,1,0,0,4,0,0,0,0,0,20,0
3,3,5148,18,6,3596,6,13,22,12,0,25,16,2466,2855,4497,200,5602,3663,2489,30,162,489,385,5714,139,25,187,3058,80,15,827,0,224,0,508,30,10,0,144,12,0,0,6,0,1208,16,0,0,11,3,3,1051,0,1,0,6,0,0,1,171,21,0,0,0,1,17,3,3,698,0,12,0,385,184,34,34,0,0,7,0,1086,0,0,0,0,0,4,0,1,0,0,0,5,0
4,4,899,15,5,459,5,17,10,32,0,248,15,359,112591,10667,136,1196,518,685,248,127,216,327,990,93,47,140,223,2,5,289,198,190,10,116,5,0,0,28,7,0,0,7,2,150,0,0,2,19,19,6,159,0,1,1,8,1,1,0,141,248,0,0,0,0,1,0,0,196,0,10,0,164,58,117,0,0,0,6,0,130,0,0,11,3,0,6,0,0,0,0,0,0,2
3,3,1123,0,0,8,0,0,0,1,0,53,0,401,352,41360,40,502,253,6,139,0,70,6,69,0,1,1,17,18,0,3,0,6,0,0,8,3,0,0,135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,742,0,0,0,0,197,191,0,0,0,1,0,26,0,0,0,0,0,4,0,0,1,0,0,23,0
3,3,1262,18,6,364,6,3,13,10,2,29,12,653,671,5863,107,1328,731,637,32,92,181,219,960,49,23,62,667,13,4,312,0,125,25,178,0,3,0,44,9,0,0,6,3,99,1,0,0,9,1,1,87,2,1,0,17,0,2,5,129,26,1,44,8,2,31,0,0,400,0,12,0,272,87,70,6,0,0,5,0,250,0,0,2,0,13,4,0,5,0,0,0,3,0
3,14,1787,21,7,591,7,55,11,185,6,15,1,972,685,171806,512,1991,218,1160,24,512,212,1024,2871,34,147,328,88,11,0,442,58,20,0,163,1,0,0,48,15,0,6,20,1,45,0,67,0,69,33,31,198,1,1,1,8,0,3,0,533,10,0,0,0,0,4,1,1,873,0,14,0,531,1,730,3,0,0,1,0,139,4,0,0,0,0,4,0,0,3,0,0,0,0
3,3,26,0,4,39,0,5,0,15,0,2,0,12,146,2499,1,121,120,56,0,0,1,0,120,0,11,37,0,0,0,43,0,70,0,2,0,0,0,4,0,0,0,0,3,2,5,4,3,10,10,1,17,2,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,46,0,0,0,0,0,5,0,0,0,1,0,59,0,0,0,0,0,4,0,0,0,0,0,8,0
5,5,1797,0,3,1659,0,4,4,3,0,53,1,531,65,583,1,968,742,166,48,52,107,29,685,24,7,14,297,19,0,235,0,15,0,48,0,3,0,5,0,0,0,0,1,18,0,0,0,0,0,1,30,0,1,0,3,0,0,26,0,53,0,0,0,0,49,0,0,405,0,0,0,32,2,106,42,0,0,1,0,81,0,0,0,0,0,6,1,3,0,0,0,1,0
3,3,133,12,4,29,4,12,0,9,1,2,0,12,175,1081,39,191,94,102,0,39,1,78,135,0,17,34,0,0,0,64,0,58,0,12,0,0,0,20,0,0,0,4,0,1,0,3,3,9,14,4,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,67,0,6,0,50,0,18,0,0,0,1,0,54,0,0,0,0,0,4,0,0,0,0,0,15,0
3,3,1863,24,8,2068,8,24,10,61,0,313,7,668,1055,25570,189,2094,1258,1101,315,167,271,557,1268,182,102,187,423,4,110,523,2,184,57,162,3,0,0,82,14,0,4,10,17,172,5,4,3,44,25,47,237,2,1,0,9,2,1,0,197,312,1,3,0,0,1,0,0,226,0,16,0,379,131,81,0,0,0,7,0,242,0,0,11,0,24,4,0,0,0,0,0,2,4
2,2,2086,21,7,589,7,11,7,14,0,10,0,1221,362,421,126,1543,1206,429,7,102,87,302,1092,63,42,221,892,18,2,131,0,2,47,39,0,0,0,45,0,0,0,12,19,791,9,4,0,12,2,4,622,0,1,0,16,0,1,4,124,10,1,0,0,0,275,0,0,601,0,14,0,0,8,270,0,0,0,1,0,327,0,0,0,0,18,4,0,4,0,2,2,1,0
3,3,20875,24,8,11431,8,15,5,21,0,192,0,10143,6481,29351,314,13816,13049,3906,213,305,1083,1107,13686,532,39,204,9768,19,148,3137,0,192,0,1743,55,14,0,67,36,0,0,17,0,2671,2,0,0,13,4,23,1635,0,1,0,6,2,6,4,345,180,0,0,14,0,175,0,0,5487,0,16,0,1963,167,206,361,0,0,1,0,2535,47,0,0,0,0,4,0,4,5,0,0,2,1
3,3,3427,21,7,837,7,22,6,33,1,18,57,1598,431,11733,98,2290,1164,622,35,95,337,240,1185,24,56,101,1092,36,11,269,0,111,0,232,10,11,0,51,30,0,0,7,2,14,2,0,0,17,5,11,122,3,3,0,5,0,0,15,146,8,0,4,0,0,3,4,4,616,0,14,0,190,92,59,14,0,0,5,0,320,0,0,0,0,0,4,0,15,6,0,0,6,4
4,4,6,12,4,0,4,2,1,17,0,18,0,3,147,1104,46,153,7,114,16,46,0,92,50,0,9,39,0,0,0,100,0,6,0,12,0,0,0,20,0,0,0,4,0,0,0,3,0,5,17,6,9,0,0,1,2,0,0,0,58,18,0,0,0,0,19,0,0,58,0,8,0,57,0,32,0,0,0,1,0,59,0,0,0,0,0,6,1,0,0,0,0,0,0
3,3,25,12,4,16,4,9,0,16,0,2,0,12,178,1064,54,142,64,82,0,39,1,78,104,0,14,34,22,0,0,60,0,21,0,12,0,0,0,22,0,0,0,4,0,1,0,2,2,11,13,0,7,4,0,0,2,2,0,0,51,2,0,0,0,0,0,2,1,35,0,6,0,50,0,6,0,0,0,1,0,39,3,0,0,0,0,4,0,0,0,0,0,19,0
3,3,705,15,5,1574,5,6,7,30,0,15,1,280,2989,5048,87,540,317,166,21,76,72,174,1636,0,29,64,72,0,0,55,19,6,0,24,1,0,0,25,12,0,0,5,0,9,0,7,0,15,0,3,26,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,125,0,10,0,0,91,84,0,0,0,1,0,89,0,0,1,0,0,4,0,0,0,0,0,31,0
3,3,47,0,4,34,0,3,0,15,0,3,0,22,145,2501,1,133,120,50,3,0,3,0,113,0,12,33,0,0,0,44,0,60,0,0,0,0,0,4,3,0,0,0,0,2,0,3,2,11,9,0,6,2,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,53,0,0,0,0,0,20,0,0,0,1,0,55,0,0,0,0,0,4,0,0,0,0,0,16,0
3,3,1863,24,8,2068,8,25,10,61,0,313,7,670,1056,25567,190,2099,1258,1105,315,168,271,559,1269,181,104,188,423,4,110,526,2,184,57,162,3,0,0,82,14,0,4,10,17,172,5,5,3,46,22,47,236,1,1,0,9,2,1,0,198,312,1,3,0,0,1,0,0,226,0,16,0,380,131,110,0,0,0,7,0,241,0,0,11,0,24,4,0,0,0,0,0,2,4
3,3,5122,9,3,2075,3,32,4,23,2,30,134,2334,622,6060,101,3539,2164,1021,73,85,465,220,2249,42,54,134,1670,35,7,548,0,228,0,357,3,11,0,120,69,0,0,5,3,12,0,0,0,16,0,35,688,0,3,0,5,0,8,100,310,7,0,28,10,0,1,4,4,1172,0,6,0,464,83,115,78,0,0,7,0,563,0,0,2,0,0,4,0,100,0,0,0,16,4
5,5,360,12,4,667,4,4,0,11,0,7,1,105,513,21002,36,286,317,113,10,28,284,145,188,0,12,28,63,0,3,30,0,14,0,22,0,6,0,29,9,0,0,4,2,3,0,1,0,2,3,8,17,0,0,0,3,0,0,3,52,4,0,0,0,0,2,0,0,55,0,8,0,50,0,14,0,0,0,1,0,42,0,0,0,0,0,6,0,3,0,0,0,9,0
2,2,137,18,6,121,6,7,5,9,0,5,0,72,125,573,52,250,128,150,4,41,18,78,150,9,13,62,74,0,2,37,0,4,39,35,0,0,0,51,3,0,2,8,0,5,4,0,0,4,0,5,25,3,1,0,9,0,0,4,67,4,0,0,2,0,91,0,0,53,0,12,0,0,1,71,0,0,0,3,0,78,0,0,0,0,13,4,0,4,0,0,0,2,0
3,3,373,21,7,615,7,14,3,24,0,7,0,199,65931,1682,103,380,319,161,6,101,108,255,280,0,37,87,0,20,0,66,28,4,0,21,1,0,0,35,0,0,2,7,1,13,5,18,2,5,27,2,62,0,0,0,3,2,0,0,122,7,0,0,0,0,3,3,2,9,0,14,0,119,0,32,0,0,0,1,0,34,0,0,0,0,0,4,0,0,0,0,0,0,0
3,3,29,12,4,45,4,12,0,15,0,2,0,15,64,2830,39,223,129,135,0,41,4,78,167,0,13,39,0,0,0,112,0,80,0,12,0,0,0,20,0,0,1,4,0,1,5,4,1,10,12,1,18,3,0,0,2,0,1,0,51,2,0,0,0,0,0,3,1,90,0,6,0,51,0,23,0,0,0,1,0,79,0,0,0,0,0,5,0,0,0,0,0,68,0
3,3,29211,3,1,14582,1,31,10,30,0,52,194,12473,4063,33755,113,17590,12383,5148,99,82,3068,412,10277,30,59,93,9645,125,314,1245,0,2912,559,1341,16,6,0,22,78,0,0,8,9,15,0,0,0,25,0,13,344,0,1,0,4,0,0,143,664,24,1,0,3,0,1,0,0,4404,0,2,0,2591,268,337,614,0,0,5,0,2373,0,0,29,0,142,4,0,141,0,0,0,317,4
3,3,1333,6,2,773,2,16,6,19,0,248,46,559,582,950645,80,1374,749,669,250,72,128,158,839,85,36,87,423,6,4,287,168,187,10,100,5,0,0,13,10,0,3,4,2,134,0,0,1,17,3,7,170,0,1,1,5,0,0,0,78,247,0,0,0,0,1,0,0,290,0,4,0,103,55,96,0,0,0,6,0,160,0,0,11,3,0,4,0,0,0,0,0,0,0
3,3,2924,24,8,342,8,20,2,34,0,4,1,1432,644,24906,108,1315,1093,164,1,99,82,256,314,4,44,91,36,20,0,64,0,24,0,43,0,5,0,47,0,0,4,8,9,13,2,0,0,23,12,4,39,2,0,0,3,0,2,9,145,4,0,0,0,0,2,1,1,203,0,16,0,141,0,1345,0,0,0,1,0,20,0,0,11,0,0,4,0,9,0,0,0,10,0
3,3,683,18,6,587,6,25,12,60,1,245,18,272,716,2969161,209,1080,380,701,245,198,111,454,695,77,85,207,170,2,5,293,153,151,10,134,3,0,0,33,7,0,4,8,9,126,0,9,3,38,31,20,182,3,1,2,12,2,7,0,214,245,0,0,0,0,1,0,0,133,0,12,0,251,56,46,0,0,0,6,0,114,0,0,11,3,0,4,0,0,0,0,0,0,2
2,2,6519,10,5,4138,5,0,0,0,0,8,38,3077,1580,696,62,3380,3591,75,11,52,490,95,3119,5,0,0,1150,65,0,128,0,3,0,0,0,0,0,34,6,0,0,5,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,6,0,6,0,1,5,0,0,846,0,5,0,0,0,0,9,0,0,3,0,531,0,0,1,0,0,6,0,0,0,0,0,1,0
3,3,514,16,8,455,8,0,0,0,0,9,1,331,31348,403936,169,534,84,383,6,323,3,0,530,9,0,32,9,4,0,159,0,4,0,3,0,0,0,16,0,0,0,24,0,17,0,0,0,14,0,0,19,0,0,0,0,0,0,0,16,9,0,0,0,0,6,0,0,324,0,8,0,18,3,370,0,0,0,1,0,17,0,0,0,0,0,5,1,0,0,0,0,1,0
3,3,144,12,4,24,4,8,0,10,0,2,0,18,175,1059,39,195,96,99,0,39,1,78,134,0,16,33,0,0,0,63,0,48,0,12,0,0,0,20,0,0,0,4,3,2,0,3,3,8,9,0,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,72,0,6,0,50,0,22,0,0,0,1,0,59,0,0,0,0,0,4,0,0,0,0,0,22,0
3,3,2091,21,7,4035,7,17,8,40,0,317,10,717,1032,25655,141,2051,1795,1021,319,119,325,621,1570,231,83,147,2169,45,113,495,2,194,62,166,3,0,0,92,12,0,1,9,16,186,5,0,1,34,5,43,303,0,1,0,5,0,0,0,146,316,1,3,0,2,1,0,0,402,0,14,0,335,131,4,0,0,0,12,0,223,0,0,11,1,25,4,0,0,0,0,0,0,4
3,3,744,0,0,47,0,0,0,1,0,73,0,281,347,103226,10,329,207,5,207,0,34,1,80,0,1,1,0,6,0,3,0,7,0,0,0,3,0,0,207,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,416,0,0,0,0,178,45,0,0,0,1,0,21,0,0,16,0,0,4,0,0,0,0,0,16,0
3,3,4229,3,1,1706,1,23,9,17,0,22,11,2010,760,13050,76,2788,1558,784,41,61,301,263,1508,21,40,68,1074,55,81,309,0,179,56,224,4,3,0,26,33,0,0,8,4,11,1,0,0,13,0,5,112,0,1,0,4,0,0,1,73,11,1,0,0,0,1,0,0,683,0,2,0,264,112,153,14,0,0,5,0,320,0,0,2,0,29,4,0,1,0,0,0,5,4
3,3,29,12,4,30,4,3,0,13,0,3,0,16,166,784254,39,300,117,105,1,39,3,78,148,0,12,33,4,0,0,73,0,72,0,12,1,0,0,20,0,0,0,4,0,1,0,3,2,10,9,0,8,2,0,2,3,1,1,0,51,3,0,0,0,0,0,0,0,52,0,8,0,49,2,14,0,0,0,1,0,174,0,0,0,0,0,4,0,0,0,0,0,169,0
3,3,27,12,4,50,4,8,0,14,0,2,0,12,171,1023,41,156,98,85,0,39,1,78,136,0,12,38,0,0,0,57,0,60,0,12,0,0,0,20,0,0,0,4,0,3,5,6,3,7,9,0,18,1,0,0,3,2,2,0,51,2,0,0,0,0,0,0,0,39,0,8,0,50,0,9,0,0,0,1,0,53,0,0,0,0,0,4,0,0,0,0,0,5,0
3,4,2040,12,4,776,4,22,6,33,0,108,0,1091,274,148717,101,1484,354,483,107,100,210,201,3174,15,55,101,295,15,2,178,62,38,0,180,0,0,0,21,0,0,0,4,2,8,12,0,3,24,15,12,23,2,1,0,5,3,4,0,112,108,0,0,0,0,2,5,3,530,0,8,0,109,10,576,0,0,0,3,0,146,0,0,7,0,0,4,0,0,0,0,0,0,2
3,3,565,18,6,1251,6,15,0,30,0,24,1,235,3029,7035,98,475,304,182,50,86,75,204,1235,0,40,74,70,2,0,73,28,6,0,27,1,0,0,30,42,0,3,6,2,12,0,6,3,16,13,3,31,0,0,0,4,4,3,0,104,10,0,0,0,0,6,0,0,138,0,12,0,0,104,59,0,0,0,1,0,61,0,0,3,0,0,4,0,0,0,0,0,37,0
3,3,20656,15,5,14580,5,44,12,30,0,753,4,6189,3399,72433,265,10239,11332,1124,2226,129,2501,4404,5859,31,47,199,6423,153,22,561,0,82,91,510,4,39,0,34,2214,0,0,5,10,71,0,84,0,13,2,3,1008,0,1,0,8,0,2,44,242,15,1,0,0,2,58,0,0,4299,0,10,0,0,64,1397,387,0,0,24,0,757,0,0,0,0,91,5,0,44,0,0,0,7,0
3,3,1866,21,7,2068,7,17,10,41,0,313,7,624,1008,25529,148,1979,1258,1027,315,126,271,475,1227,182,87,146,423,4,110,501,2,184,60,159,3,0,0,77,14,0,1,9,16,171,5,1,1,34,9,46,227,0,1,0,5,0,0,0,153,312,1,3,0,0,1,0,0,224,0,14,0,336,131,23,0,0,0,7,0,232,0,0,11,0,24,4,0,0,0,0,0,2,4
4,4,2383,0,3,344,0,23,11,33,0,642,13,968,891,880607,10,1921,876,853,642,110,352,35,926,291,54,132,179,35,108,400,1,224,10,205,4,0,0,8,13,0,1,4,4,252,0,1,2,16,15,10,251,1,1,1,7,1,2,0,0,642,0,0,0,0,1,1,1,637,0,0,0,176,58,935,36,0,0,17,0,154,0,0,11,14,0,4,0,0,0,0,0,0,2
4,4,444,0,3,38,0,7,0,19,0,29,0,170,250,99844,14,224,162,7,81,54,30,0,112,0,29,54,2,2,0,1,0,4,0,0,0,3,0,2,81,0,3,1,1,6,17,0,1,2,9,5,27,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,205,0,0,0,53,0,65,0,0,0,1,0,24,0,0,13,0,0,4,0,0,0,0,0,20,0
4,4,219,0,10,299,0,16,9,20,0,3,5,90,41057,25818,4255,126,463,1566,0,101,92,41,361,0,46,99,0,10,0,100,0,3,0,2,0,0,0,10,0,0,0,0,1,17,6,0,0,17,2,17,40,6,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,1,0,19,0,0,11,0,0,12,0,0,0,0,0,0,0
5,5,11852,0,3,5964,0,17,4,50,0,108,16,5576,351,9363,2,6437,4248,857,105,103,1860,424,2886,37,76,108,1531,65,50,653,0,251,0,370,8,0,0,10,0,0,0,3,7,9,0,0,0,31,2,22,144,2,1,0,6,0,0,2,0,108,0,2,0,0,103,0,0,2873,0,0,0,3,35,375,537,0,0,1,0,816,0,0,0,0,0,5,3,2,0,0,0,3,0
4,55,37412,23,5,18612,5,9,12,112,0,29,439,17235,9735,15064,541,24822,24410,8478,413,205,2915,1988,22260,4351,156,2040,17177,913,60,1984,0,49,456,610,0,0,0,81,18,0,0,13,11,19226,0,0,0,128,0,16,7861,4,1,0,9,0,0,119,610,23,1,8,2,1,1427,0,0,11080,0,10,0,0,119,4647,609,0,0,6,0,7879,0,600,103,0,224,4,0,98,0,0,0,9,4
3,3,141,12,4,27,4,8,0,10,0,2,0,15,173,1079,39,185,97,93,0,39,1,78,136,0,17,38,0,0,0,66,0,42,0,12,0,0,0,20,0,0,0,4,3,3,0,4,3,9,10,1,10,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,68,0,6,0,49,0,21,0,0,0,1,0,51,0,0,0,0,0,4,0,0,0,0,0,21,0
3,3,16854,6,2,7422,2,16,11,34,5,18,57,7191,758,98521,106,9059,6572,1398,39,78,872,684,4881,24,74,92,6286,84,46,864,0,210,0,654,3,11,0,34,36,0,0,2,2,11,0,0,0,25,0,9,379,0,1,0,5,0,0,15,118,6,0,0,0,0,1,0,0,3130,0,4,0,150,197,423,529,0,0,8,0,820,0,0,0,0,0,4,0,15,0,0,0,50,4
3,3,133,12,4,41,4,12,0,9,1,2,0,12,175,1091,39,193,93,104,0,39,1,78,134,0,17,34,0,0,0,63,0,62,0,12,0,0,0,20,0,0,0,4,0,1,0,3,3,9,14,4,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,64,0,6,0,50,0,18,0,0,0,1,0,54,0,0,0,0,0,4,0,0,0,0,0,19,0
3,3,30,12,4,24,4,5,0,14,0,2,0,13,166,1085,42,159,187,101,0,39,1,78,222,0,12,33,0,0,0,70,0,61,0,12,0,0,0,20,0,0,0,4,0,2,0,3,3,9,10,3,5,0,0,2,3,2,3,0,51,2,0,0,0,0,0,0,0,43,0,8,0,50,0,14,0,0,0,1,0,54,0,0,0,0,0,4,0,0,0,0,0,2,0
3,16,1516,21,7,675,7,41,7,105,4,13,0,866,534,178027,380,1623,290,900,15,380,308,760,2132,38,77,227,126,26,0,245,41,20,0,189,1,0,0,35,6,0,7,7,1,92,0,20,2,29,71,19,164,0,1,1,4,2,0,0,401,11,0,0,0,0,4,3,1,614,0,14,0,399,2,547,0,0,0,1,0,138,0,3,0,0,0,4,0,0,0,0,0,0,0
3,5,6910,12,4,506,4,5,0,16,0,190,8,2686,525,108489,108,5087,4467,1251,541,90,228,405,4818,51,30,52,288,41,0,111,0,1125,0,35,24,18,0,27,531,0,0,4,0,34,0,14,0,7,22,8,49,0,1,0,10,0,6,5,116,13,0,0,0,0,0,0,0,658,0,8,0,116,2,806,4,0,0,1,0,716,0,10,2,0,0,4,0,5,0,0,0,615,0
3,3,28,12,4,31,4,8,0,14,0,2,0,14,170,1085,42,160,102,87,0,39,1,78,141,0,12,38,0,0,0,60,0,63,0,12,0,0,0,20,0,0,0,4,0,3,5,6,3,7,9,0,18,1,0,0,3,2,2,0,51,2,0,0,0,0,0,0,0,44,0,8,0,50,0,3,0,0,0,1,0,55,0,0,0,0,0,4,0,0,0,0,0,7,0
3,3,723,15,5,484,5,1,9,13,0,7,1,390,58529,2056,70,503,269,118,6,63,51,126,297,0,23,51,0,32,0,57,81,4,0,15,1,0,0,25,0,0,0,5,0,9,5,6,0,8,7,2,14,0,1,0,6,0,0,0,78,7,0,0,0,0,4,0,0,37,0,10,0,77,0,195,0,0,0,1,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0
